piously	pie
lovableness	amindeco
courtship	amindumo
courtship	amindumado
love	amintrigo
lovesong	amkanto
confession	amkonfeso
loving	amplena
love	ampoemo
love	amrakonto
editorship	redaktora
tranquility	trankviliga
concrete	konkretiĝi
pleasure	plaĉe
idea	idearo
oaken	kverka
feeling	amsento
romance	amromano
begin	ekami
hospitably	gastame
hospitable	gastama
desire	gloramo
ambitious	glorama
love	homamo
humane	homama
hatred	malame
vain	memama
self-love	memamo
love	senama
self-love	sinamo
amateurish	amatoreca
both	ambaŭdirekte
both	ambaŭfoje
both	ambaŭokaze
intersex	ambaŭseksa
intersex	ambaŭseksulo
two-edged	ambaŭtranĉa
ambition	ambicii
ambitious	ambiciulo
ambler	amblulo
amble	ambli
ambulance	ambulancisto
starch	amelumi
metrical foot	verspiedo
amphibrach	amfibraĥo
amphibrachic	amfibraĥa
become	amikiĝi
circle	amikaro
friendly	amikaĵo
hostile	malamiki
enemy	malamikigi
fall out	malamikiĝi
enemy	malamikino
hostile	malamikema
hostile	malamikeme
act	malamikaĵo
best man	fianĉamiko
maid of honour	fianĉamikino
amnesty	amnestii
amnesiac	amneziulo
amnesic	amnezia
amnesia	amnezio
Cupid	Amoro
lovemaking	amorado
sexually	amorema
cupid	amoreto
gigolo	amoristo
female	amoristino
sexually	amorveka
shock absorber	amortizilo
enlarge	ampleksigi
large	ampleksiĝi
extensive	grandampleksa
same	samampleksa
lightbulb	ampolo
light	ampolingo
Oxus	Amudarjo
Amsterdamer	amsterdamano
funny	amuzaĵo
amusingly	amuze
amusement	amuzejo
toy	amuzilo
entertainer	amuzisto
amusement	amuzo
amusement park	amuzparko
evening	amuzvespero
bore	malamuzi
anachronistic	anakronisma
analyzer	analizilo
analyst	analizisto
market	merkatanalizo
psychoanalysis	psikanalizo
psychoanalytical	psikanaliza
psychoanalyst	psikanalizisto
analytical	analizema
pineapple	ananasujo
anarchist	anarkiisto
member	anigi
duckling	anasido
drake	viranaso
flock	anasaro
waddle	anaspaŝi
anatomist	anatomiisto
anatomist	anatomo
Andalusian	andaluzo
android	androido
andouille	andujo
collection	anekdotaro
annex	aneksaĵo
annexation	anekso
annex	aneksiĝi
recycle	recikligi
anemia	anemio
sea anemone	maranemono
sea anemone	marrozo
anesthetize	anestezi
anesthetic	anesteza
anesthetic	anestezilo
anesthetist	anestezisto
anesthesia	anestezo
aneurysm	aneŭrismo
anfractuosity	anfrakto
quinsy	angino
angina pectoris	brustangino
angina pectoris	brustangoro
translate	angligi
translate	elangligi
Englishwoman	anglino
England	Anglolando
Anglican	anglikano
Anglican	anglikana
Anglicanism	anglikanismo
distressing	angoriga
distress	angorigi
distressingly	angorige
angle iron	angulaĵo
angular	anguleca
conformal	angulfidela
set square	angulilo
hiding place	kaŝangulo
quadrangle	kvarangulo
pentagon	kvinangulo
pentagonal	kvinangula
corner	lipangulo
corner	buŝangulo
rectangular	ortangula
street corner	stratangulo
slowworm	angviso
cornerstone	angulŝtono
angelus	anĝeluso
passage	trairo
little	anĝeleto
animated	animacia
animation	animacio
animate	animaciaĵo
mental	animdoloro
assistant	asistanto
emotional	animforto
depth	animprofunde
state of mind	animstato
even-tempered	egalanima
equanimity	egalanimeco
petty	etanima
frivolous	facilanima
magnanimous	grandanima
magnanimity	grandanimeco
low-minded	kotanimulo
open-minded	larĝanima
upright	rektanima
ingenuous	simplanima
empty-headed	ventanima
queer	kvira
reanimate	reanimi
anisette	anizlikvoro
anise	anizujo
star anise	stelanizo
once again	ankoraŭfoje
anchorage	ankrejo
anchor	ankri
drop anchor	ankriĝi
weigh anchor	malankri
anxiety	anksio
anxious	anksia
anxiously	anksie
announce	anoncigi
announce	anonciĝi
announcer	anoncisto
announcer	anoncistino
bulletin board	anonctabulo
newspaper	gazetanonco
jolly	gajega
announce	antaŭanonci
anorak	anorako
anorexia	anoreksio
gosling	anserido
gooseherd	anseristo
gander	viransero
goose	anseraĵo
gullible	kredema
single file	anservice
goose	anserplumo
Ferris wheel	spektoradego
doorknob	pordanso
substitute	anstataŭa
replaceable	anstataŭigebla
irreplaceable	neanstataŭigebla
replacement	anstataŭigo
southern lights	antarkta aŭroro
northern lights	arkta aŭroro
before	antaŭ kiam
before	antaŭ ol
front	antaŭaĵo
in front	antaŭeco
progressive	antaŭenema
combative	batalema
forward	antaŭenigi
move forward	antaŭeniĝi
advancement	antaŭenigo
get ahead	antaŭiĝi
back	malantaŭaĵo
forest	arbarano
behind	malantaŭi
fall behind	malantaŭiĝi
back	malantaŭulo
forenoon	antaŭtagmezo
preamplifier	antaŭamplifilo
dolphin	delfenino
matriarch	matriarko
synchronise	sinkronigi
read	laŭtlegi
hang	pendaĵo
tire	lacigi
fatigue	laciga
diminutive	Anjo
stage	scenejo
premature	antaŭtempa
antique	antikvaĵisto
antiquity	antikvo
person	antikvulo
antipathy	antipatii
object	obĵeti
antipodal	antipoda
snapdragon	antirino
necessary	necesaĵo
shashlik	ŝaŝliko
antisemite	antisemito
antisepsis	antisepso
antiseptic	antisepsa
antiseptic	antisepsaĵo
antonymy	antonimeco
apparatchik	aparatulo
jade	jada
thorny	dorna
high	altega
Draco	Drako
Fennoscandia	Fenoskandio
grist	ŝroto
Badajoz	Badaĥozo
say	diri
mine	ministo
dormouse	gliro
billet	ŝtipo
decimal place	decimalo
grape	traŭbo
fallow	novalo
roleplaying game	rolludo
one day	iutage
dick	kaculo
freight	frajto
Switzerland	Svisio
world	mondekonomio
care	fajfi pri
cackle	gaki
Brazil	brazilano
Athens	atenano
sex	sesdeknaŭumi
charisma	karismo
venous	vejna
konstrui	konstrui kastelojn en la aero
harmful	noca
Buddha	budha
some	unuj
philology	filologio
medication	medikamento
nonexistence	neekzistado
philosophizing	filozofado
unhappiness	malgajeco
silently	senparole
prediction	antaŭdiro
Cicero	Cicerono
male	geamantoj
uncertainty	malcerteco
incorporeal	senkorpa
nibble	mordeti
okapi	okapio
dining room	manĝoĉambro
coercion	devigo
self-discipline	sindevigo
awe	mirege
servant	servantino
anthology	novelaro
short story	novelisto
superhuman	superhoma
fall	elfali
develop	ellabori
drink	eltrinki
get in	eniĝi
action	farado
forgetting	forgeso
lead	forkonduki
herd	bovinaro
wipe	forviŝi
inside	internaĵo
singing	kantado
compassionate	kompatema
confused	konfuziĝi
consume	konsumi
sincere	korege
running	kurado
bend	kurbiĝi
voluntarily	libervole
displeased	malkontenta
inexpressible	nedirebla
powerful	potenculo
prepare	pretiĝi
spring	printempa
illogical	nelogika
jes	jes ja
superego	superegoo
aureola	aŭreolo
torpor	letargio
micrometre	mikrometro
repertoire	repertuaro
vestibule	vestiblo
velocipede	velocipedo
verst	versto
ton	tonelo
vermicelli	vermiĉelo
besiege	sieĝi
shilling	ŝilingo
vaseline	vazelino
tarantella	tarantelo
prerogative	prerogativo
pfennig	pfenigo
marionette	marioneto
syphilis	sifiliso
monomania	monomanio
orgy	orgio
myriad	miriado
parenthesis	parentezo
hydrotherapy	hidroterapio
esophagus	ezofago
fistula	fistulo
inauguration	inaŭguracio
cosmetics	kosmetiko
cataract	katarakto
furor	furoro
elixir	eliksiro
malodorous	haladzo
deacon	diakono
countenance	fizionomio
fief	feŭdo
mentor	mentoro
croup	krupo
cursive	kursivo
quadrature	kvadraturo
tassel	kvasto
quaestor	kvestoro
interval	kvinto
quintessence	kvintesenco
lackey	lakeo
laminate	lameno
lampyris	lampiro
lapis lazuli	lapiso
larynx	laringo
larva	larvo
wallflower	levkojo
liana	liano
license	licenco
lichen	likeno
lyric	liriko
livery	livreo
box	loĝio
traction engine	lokomobilo
locomotive	lokomotivo
honeysuckle	lonicero
lotus	lotuso
lozenge	lozanĝo
hometown	patrurbo
forget	forgesigi
castle	kastela
one-eyed	unuokululo
sunflower	sunflora
orchestra	orkestrestro
improvisation	improvizo
anger	kolerigi
driving licence	kondukpermesilo
draught	krokizo
evident	evidentiĝi
movement	pensofluo
crummy	urbaĉo
rest in peace	ripozu pace
medical burn	brulaĵo
guard	gardisto
fluid	fluaĵo
touch	tuŝo
cunningly	ruze
lisp	lispi
cicerone	ĉiĉerono
theorbo	teorbo
nonlinguist	nelingvisto
Malaya	Malajio
editorial	redakcia
shit	fekulo
armchair	brakseĝo
cassowary	kazuaro
crake	porzano
rush	junko
sting	pikilo
split	klivi
burglar	domŝtelisto
furuncle	furunko
lawn	razeno
pitch	peĉo
tre	tre bone
endorse	ĝiri
sugar	sukeri
repository	deponejo
encamp	stariĝi tendare
band	rabistaro
ablative absolute	ablativo absoluta
concubine	kromvirino
chiton	ĥitono
suffix	adasismo
sumo	sumoo
sumo	sumoisto
rhyming	sufiksrimo
song	kantaĵo
formal	abiturienta balo
exam	abiturienta ekzameno
wrinkle	sulkiĝi
Nuphar	nufaro
azure	lazura
Hydra	hidro
coral	koralo
junk	rubaĵo
battery	baterio
muslin	muslino
hiss	sibli
drag	fortreni
bombastic	bombasta
bombast	bombasto
Com.	k-do
disappointment	senreviĝo
bumbler	fuŝulo
bumbler	fuŝisto
botch	fuŝo
sweater	pulovero
pair	piĵamo
type	klavi
kilobyte	kilobajto
megabyte	megabajto
gigabyte	gigabajto
terabyte	terabajto
petabyte	petabajto
exabyte	eksabajto
zettabyte	zetabajto
yottabyte	jotabajto
kilobit	kilobito
megabit	megabito
gigabit	gigabito
terabit	terabito
petabit	petabito
exabit	eksabito
zettabit	zetabito
yottabit	jotabito
petabyte	petabitoko
exabyte	eksabitoko
zettabyte	zetabitoko
yottabyte	jotabitoko
threesome	triopo
Overejselo	Overiselo
Gelderland	Gelderlando
open sandwich	buterpano
sauna	saŭno
prosthetic	protezo
cholesterol	ĥolesterolo
polyamory	pluramemo
Esperantologist	esperantologo
homework	hejmtasko
juggler	ĵonglisto
drunkenness	ebrieco
drunkard	ebriulo
heroism	heroeco
rebuild	rekonstrui
measuring	mezurado
marrow	medolo
spring	primavero
Australian Capital Territory	Aŭstralia Ĉefurba Teritorio
doline	dolino
cervix	uterkolo
lipogram	lipogramo
shovel	ŝoveli
violet	violkolora
pulverise	mueli
female	vilaĝanino
fishhook	fiŝhoko
Vanuatu	Vanuatuo
textile	teksaĵo
roast	rostaĵo
poultry	birdaĵo
ointment	ŝmiraĵo
eat up	formanĝi
wipe out	ekstermi
Lord	Eternulo
fortification	fortikaĵo
take up	ekloĝi
part of speech	vortspeco
part of speech	vorto-speco
part of speech	vortospeco
Sierra Leonean	sieraleonano
linoleum	linoleumo
lipstick	lipruĝo
son of a bitch	putinido
begin	eklerni
begin	ekkanti
stethoscope	stetoskopo
flowerpot	florpoto
female	najbarino
Latin America	Latinameriko
governor	guberniestro
computer science	komputoscienco
avocado tree	avokadarbo
avocado tree	avokadujo
scanner	skanilo
mango	mangarbo
mandarin orange	mandarinarbo
mandarin orange	mandarinujo
small caps	majuskleto
piss	pisaĵo
disconnect	malkonekti
decode	malkodi
pubis	pubosto
commentary	komentaro
code	kodaĵo
Antarctic	Antarkta
prestigious	prestiĝa
virtual	virtuala
female	vendistino
sterile	sterila
female	sekretariino
curl	frizi
tablecloth	tablotuko
stop up	ŝtopi
horse	ĉevalejo
Spaniardess	hispanino
Austria	aŭstro
Frenchwoman	francino
bloodthirsty	sangosoifanta
sermon	prediko
fat	grasulo
fat	dikulo
bookcase	libroŝranko
blind	blindulo
portfolio	paperujo
riverbank	riverbordo
Columbus	Kolumbo
vote	baloti
namesake	samnomulo
female	kuracistino
female	gardistino
petticoat	subjupo
vest	subĉemizo
penumbra	duonombro
painlessly	sendolore
manlike	vireca
humanlike	homeca
female	laboristino
birthplace	naskiĝloko
birthplace	naskiĝejo
female	bibliotekistino
horde	hordo
voter	balotanto
strange	drola
lecture	prelegi
castle in the air	aerkastelo
Finn	suomo
benefactor	bonfaranto
label	etikedi
bungling	fuŝa
war	militŝiparo
disillusioned	seniluziiĝi
disillusioned	seniluziigi
delinquent	deliktulo
delict	delikto
subspecies	subspecio
coward	malkuraĝulo
brave	kuraĝulo
lightning rod	fulmoŝirmilo
homosexual	samseksama
Godzilla	Godzilo
Palestinian	palestinano
devil	diablido
capacitor	kondensilo
whiting	merlango
cowardly	kovarda
geja	GLAT
Esperanta	PMEG
handbook	manlibro
skerry	ŝero
hairdryer	hararsekigilo
dryer	sekigilo
Catalan	kataluna
kiel	kiel vi nomiĝas
kio	kio estas via nomo
mi	mi estas geja
mi	mi ne manĝas porkaĵon
mi	mi ne manĝas viandon
mi	mi estas vegetarano
mi	mi estas islamano
mi	mi estas judo
mi	mi estas transgenra
mi	mi estas transseksa
mi	mi estas sata
mi	mi havas kapdoloron
headache	kapdoloro
member	homarano
literal	laŭlitera
quarrelsome	kverelema
grouchy	grumblema
grumble	grumbli
irritable	incitiĝema
irritable	incitebla
blather	vortlakso
blather	babilaĉi
git	ulaĉo
wind	vindi
spread	vastigi
catch a cold	malvarmumi
whisker	vangharoj
wine glass	vinglaso
Putin	Putino
Virgin Islands	Virgulinsuloj
United States Virgin Islands	Usonaj Virgulinsuloj
British Virgin Islands	Britaj Virgulinsuloj
cigar box	cigarujo
catch	tubero en la afero
cut out	altranĉi
linen	tolaĵo
thymol	timiano
Tetrao	tetrao
tea	temaŝino
tea	tekruĉo
court	svati
mortar	pistujo
ratify	ratifi
tour guide	ĉiĉeroni
howl	hurli
gay	gejino
so much	tiomege
quite a bit	iomege
proletarian	proleta
proletarian	proleto
video	filmeto
mi	mi estas vegano
mi	mi ne manĝas bovaĵon
archaic	arĥaja
living fossil	vivanta fosilio
scarf	skarpo
pimpernel	anagalo
angelica	angeliko
apposition	apozicio
arnica	arniko
alliteration	asonanco
asylum	azilo
barricade	barikado
batiste	batisto
basilica	baziliko
bistoury	bisturio
breach	breĉo
buy	brokanti
bronchus	bronko
burnoose	burnuso
cellulose	celulozo
exaggerate	troigi
exaggeration	troigo
understate	maltroigi
understatement	maltroigo
North Macedonia	Nord-Makedonio
dahlia	dalio
decagram	dekagramo
decalitre	dekalitro
decametre	dekametro
dialectic	dialektiko
didactics	didaktiko
dynamics	dinamiko
equip	ekipi
eclogue	eklogo
endive	endivio
smelly	malbonodora
you're welcome	ndk
anywhere	ien ajn
erysipelas	erizipelo
Eucharist	Eŭkaristio
fakir	fakiro
informal	familiara
florin	floreno
galantine	galantino
kit	garnituro
geodesy	geodezio
glaze	glazuro
grog	grogo
gutta-percha	gutaperko
invention	inventaĵo
anational	sennaciulo
naive	naivulo
halberd	halebardo
pump organ	harmoniumo
hectogram	hektogramo
hectoliter	hektolitro
hectometer	hektometro
hetman	hetmano
hydrostatics	hidrostatiko
hygrometer	higrometro
hortensia	hortensio
idiom	idiomo
imperfect	imperfekto
including	inkluziva
superintendent	intendanto
automobile	kabrioleto
marigold	kalendulo
calomel	kalomelo
linnet	kanabeno
cardinal	kardinalo
cartouche	kartuŝo
bail	kaŭcio
casemate	kazemato
casino	kazino
kirsch	kirŝo
clinic	kliniko
cocoon	kokono
collodion	kolodio
plot	komploto
status quo	antaŭstato
kilowatt	kilovato
sound system	sonaparato
gear wheel	dentrado
starvation	malsatego
before Christ	antaŭ Kristo
compote	kompoto
concave	konkava
consistory	konsistorio
Hasid	ĥasido
concentrate	koncentri
dolomite	dolomito
convention	konvencio
morning glory	konvolvulo
correlative	korelativa
bodice	korsaĵo
cosmogony	kosmogonio
cosmopolite	kosmopolito
populous	popolriĉa
majolica	majoliko
macadam	makadamo
shallow	malprofunda
mandarin	mandareno
meiosis	mejozo
reindeer	boacaro
rascal	bubaĉo
urchin	bubino
attic	mansardo
manufactory	manufakturo
matador	matadoro
percuss	perkuti
gender-neutral	-jo
Kyrgyzstan	Kirgizistano
medium	mediumo
melissa	meliso
hideous	hida
trick	trudaĵo
prosody	metriko
metropolis	metropolo
grandparent	geavo
prince	geprinco
widower	gevidvo
grandchild	genepo
nibling	genevo
fiancé	gefianĉo
offspring	gefilo
Koreio	Norda Koreio
choir	koruso
choir	ĥoruso
chromium	ĥromo
chromium	kromio
partnership	partnereco
civil partnership	registrita partnereco
saltfree	sensala
partner	partnero
yottawatt	jotavato
epistemology	epistemologio
mimosa	mimozo
mirabelle plum	mirabelo
mussel	mitulo
monogram	monogramo
naphthalene	naftalino
sparrow hawk	nizo
numismatics	numismatiko
bond	obligacio
jujitsu	ĵuĵicuo
Brazilian jiu-jitsu	brazila ĵuĵicuo
Niagara River	Niagaro
Cherokee	ĉeroka
drag queen	dragreĝino
drag king	dragreĝo
boom	haŭso
whorish	putineca
police dog	polichundo
hoopoe	upupo
white	blankula
dendrochronology	dendrokronologio
onyx	onikso
sainfoin	onobriko
oppose	opozicii
oppose	oponi
snicker	rikani
anarcho-capitalism	anarki-kapitalismo
capitalist	kapitalismano
secretion	secrecio
regenerate	regeneri
Zamenhof	Zamĉjo
car	aŭtisto
deciduous	falfolia
archive	arkivi
archive	arĥivi
province	Gento
well-meaning	bonintenca
ill-intentioned	malbonintenca
undeserving	malinda
kike	judaĉo
intergovernmental	interregistara
shoebill	ŝubekulo
archiving	arkivado
archiving	arĥivado
approval	jesi
no pain, no gain	kiu ne riskas, tiu ne gajnas
goy	gojo
non	nejudo
detestable	fiaĉulo
manner	konfuze
idealist	idealisto
angel	mortanĝelo
coals	ardaĵo
coal	braĝo
trim	pasamento
Moresnet	Moresneto
regulations	regularo
hearing aid	aŭdilo
syphilitic	sifilisulo
syphilitic	sifilisa
petulant	petoli
something or other	io aŭ alio
practicing	judismano
Jewry	judaro
Ashkenazi	aŝkenazo
Sephardi	sefardo
stoichiometry	stekiometrio
fascist	faŝisma
Flemish	flandra
Fleming	flandro
Flanders	Flandrio
Flanders	Flandrujo
appetizer	antaŭmanĝaĵo
Pesach	Pesaĥo
idle	senokupa
cozy	ujutna
pull someone's leg	blagi
Texan	Teksasano
ice disc	glacia disko
pictogram	piktogramo
notation	simbolaro
independently	sendepende
unify	unuecigi
unification	unuecigo
ju	des pli
vocabulary	vortprovizo
qualified	kvalifika
reasoning	rezonado
handicap	handikapo
black market	nigra merkato
intact	intakta
memorable	memorinda
marmalade	marmelado
Jewishness	judeco
collide	kolizii
pickaxe	pioĉo
reduce	redukti
stamen	stameno
dye	tinkturo
uniparental	unuparenta
clarity	klareco
yoghurt	jahurto
please sit down	bonvolu sidiĝi
do you have any brothers or sisters	ĉu vi havas gefratojn
do you love me	ĉu vi amas min
golem	golemo
ceremony	soleno
informer	stukaĉo
gender-neutral	seksneŭtrala
foxtrot	fokstroto
hijab	hiĝabo
cryptograph	kriptaĵo
respectfully	respekteme
respect	respektemo
Kongo	Belga Kongo
Shakespeare	Ŝekspiro
Shakespearean	ŝekspira
board meeting	estrarkunveno
masculine	maskuleno
feminine	femineno
masculine	virgenro
feminine	ingenro
Sami	sameo
hand	enmanigi
doctress	D-rino
doctress	d-rino
chickens	gekokoj
spine	vertebraro
coronavirus	kronviruso
wardrobe	vestoŝranko
uncley	oĉjo
pride	orgojlo
gargoyle	gargojlo
bro	fraĉjo
train of thought	pensfadeno
Bicolano	bikola
postscript	postskribo
horny	korneca
their	iŝin
their	iŝia
ovine	ŝafa
sheepfold	ŝafejo
sheep	ŝafeto
sheepskin	ŝaffelo
ram	virŝafo
colourblind	kolorblinda
cohen	koheno
dues	kotizo
pet	dorlotbesto
neckerchief	koltuko
grandpa	avĉjo
speaker	bikolparolanto
Bicol	bikole
Bicolano	bikolano
Filipino	filipinano
Filipino	filipinanino
Bicolano	bikolanino
Philippine Sea	Filipina Maro
Marianas	Marianoj
Mount Mayon	Monto Majono
Mount Mayon	Majono
Bicol Region	Bikola Regiono
Albay	Albajo
queen	reĝedzino
hasten	hasti
exoplanet	ekzoplanedo
bookshelf	librobreto
pansexuality	ĉiuseksemo
pansexual	ĉiuseksema
niche	niĉo
cast iron	giso
bump	ĝibo
constipation	mallakso
soldering iron	lutilo
tick	iksodo
psychopath	psikopato
believable	kredinda
bed sheet	litotuko
third	triona
fifth	kvinona
bathroom	malmanĝejo
joint	kanabcigaredo
gallows	pendumilo
cyme	cumo
furry	felano
drone	spavo
king of birds	reĝo de birdoj
bare-breasted	nudmama
suckle	mamsuĉi
suckle	mamsuĉigi
mastectomy	mamektomio
wet nurse	mamnutristino
range	fornelo
seiyuu	sejuo
overtime	pluslaboro
blindfold	okulkovro
eyeball	okulglobo
glare	okulĵeti
coot	fuliko
rind	ŝelaĵo
bow	ŝipbeko
tio	tio ne gravas
jack of all trades	ĉiofaranto
plausible	aprobebla
likely	verŝajna
Angle	englo
false	ŝajniga
counterfeit	falsaĵo
fake	imitaĵo
groan	dolorĝemi
A-bomb	a-bombo
adjective	a-vorto
abacus	bidkalkulilo
abacterial	abakteria
abacterial	senbakteria
Abaddon	Abadono
abasia	abazio
compliance	cedado
capillary	kapilaro
mi	mns
kaj	kv
treasure chest	trezorkofro
deadline	limdato
concession	cedaĵo
confirm	jesigi
cobbler	botisto
capillarity	kapilareco
relinquish	forcedi
brothel	malĉastejo
offer up	foroferi
offer	oferdoni
screw you	fek al vi
cappuccino	kapuĉino
subscription	abonpago
available	abonebla
subscribe	ekaboni
Ahab	Aĥabo
casbah	alkazabo
Swabian	ŝvabo
Swabian	ŝvaba
Swabia	Ŝvabujo
ancestor	praulo
Volta	Voltao
Voltaic	voltaa
softly	dabi
bludgeon	klabo
bludgeon	klabi
yerba mate	matearbo
domineering	mastrema
become	instruiĝi
school	instruejo
knowledge	instruiteco
erudite	instruitulo
autodidact	meminstruito
